What alternative medications exist for acute urate nephropathy if triamterene is contraindicated?,"Alternative medications for acute urate nephropathy when triamterene is contraindicated include:

1. **Loop diuretics** (e.g., **furosemide**): Promote diuresis and reduce uric acid precipitation; preferred in hyperkalemia risk.  
2. **Hydration with IV saline**: Critical to enhance urine output and solubilize uric acid crystals.  
3. **Mannitol** (osmotic diuretic): Rarely used but may aid in volume expansion.  

Avoid thiazide diuretics (e.g., hydrochlorothiazide), as they may worsen uricosuria and renal impairment. Monitor electrolytes and urine output closely. Concurrent use of uricosuric agents (e.g., **benzbromarone**) or uric acid-lowering therapies (e.g., **rasburicase**) may be considered for long-term prevention, but these are adjuncts, not first-line in acute settings.",acute urate nephropathy,acute urate nephropathy,indication,furosemide,furosemide,Hallucination,No edge between 'acute urate nephropathy' and 'furosemide'.
What alternative medications exist for acute urate nephropathy if triamterene is contraindicated?,"Alternative medications for acute urate nephropathy when triamterene is contraindicated include:

1. **Loop diuretics** (e.g., **furosemide**): Promote diuresis and reduce uric acid precipitation; preferred in hyperkalemia risk.  
2. **Hydration with IV saline**: Critical to enhance urine output and solubilize uric acid crystals.  
3. **Mannitol** (osmotic diuretic): Rarely used but may aid in volume expansion.  

Avoid thiazide diuretics (e.g., hydrochlorothiazide), as they may worsen uricosuria and renal impairment. Monitor electrolytes and urine output closely. Concurrent use of uricosuric agents (e.g., **benzbromarone**) or uric acid-lowering therapies (e.g., **rasburicase**) may be considered for long-term prevention, but these are adjuncts, not first-line in acute settings.",acute urate nephropathy,acute urate nephropathy,indication,saline,,Unverifiable,Drug 'saline' not found in dataset.
What alternative medications exist for acute urate nephropathy if triamterene is contraindicated?,"Alternative medications for acute urate nephropathy when triamterene is contraindicated include:

1. **Loop diuretics** (e.g., **furosemide**): Promote diuresis and reduce uric acid precipitation; preferred in hyperkalemia risk.  
2. **Hydration with IV saline**: Critical to enhance urine output and solubilize uric acid crystals.  
3. **Mannitol** (osmotic diuretic): Rarely used but may aid in volume expansion.  

Avoid thiazide diuretics (e.g., hydrochlorothiazide), as they may worsen uricosuria and renal impairment. Monitor electrolytes and urine output closely. Concurrent use of uricosuric agents (e.g., **benzbromarone**) or uric acid-lowering therapies (e.g., **rasburicase**) may be considered for long-term prevention, but these are adjuncts, not first-line in acute settings.",acute urate nephropathy,acute urate nephropathy,indication,mannitol,mannitol,Hallucination,No edge between 'acute urate nephropathy' and 'mannitol'.
What alternative medications exist for acute urate nephropathy if triamterene is contraindicated?,"Alternative medications for acute urate nephropathy when triamterene is contraindicated include:

1. **Loop diuretics** (e.g., **furosemide**): Promote diuresis and reduce uric acid precipitation; preferred in hyperkalemia risk.  
2. **Hydration with IV saline**: Critical to enhance urine output and solubilize uric acid crystals.  
3. **Mannitol** (osmotic diuretic): Rarely used but may aid in volume expansion.  

Avoid thiazide diuretics (e.g., hydrochlorothiazide), as they may worsen uricosuria and renal impairment. Monitor electrolytes and urine output closely. Concurrent use of uricosuric agents (e.g., **benzbromarone**) or uric acid-lowering therapies (e.g., **rasburicase**) may be considered for long-term prevention, but these are adjuncts, not first-line in acute settings.",acute urate nephropathy,acute urate nephropathy,contraindication,hydrochlorothiazide,hydrochlorothiazide,Verified,Correct relation.
What alternative medications exist for acute urate nephropathy if triamterene is contraindicated?,"Alternative medications for acute urate nephropathy when triamterene is contraindicated include:

1. **Loop diuretics** (e.g., **furosemide**): Promote diuresis and reduce uric acid precipitation; preferred in hyperkalemia risk.  
2. **Hydration with IV saline**: Critical to enhance urine output and solubilize uric acid crystals.  
3. **Mannitol** (osmotic diuretic): Rarely used but may aid in volume expansion.  

Avoid thiazide diuretics (e.g., hydrochlorothiazide), as they may worsen uricosuria and renal impairment. Monitor electrolytes and urine output closely. Concurrent use of uricosuric agents (e.g., **benzbromarone**) or uric acid-lowering therapies (e.g., **rasburicase**) may be considered for long-term prevention, but these are adjuncts, not first-line in acute settings.",acute urate nephropathy,acute urate nephropathy,contraindication,triamterene,triamterene,Verified,Correct relation.
What alternative medications exist for acute urate nephropathy if triamterene is contraindicated?,"Alternative medications for acute urate nephropathy when triamterene is contraindicated include:

1. **Loop diuretics** (e.g., **furosemide**): Promote diuresis and reduce uric acid precipitation; preferred in hyperkalemia risk.  
2. **Hydration with IV saline**: Critical to enhance urine output and solubilize uric acid crystals.  
3. **Mannitol** (osmotic diuretic): Rarely used but may aid in volume expansion.  

Avoid thiazide diuretics (e.g., hydrochlorothiazide), as they may worsen uricosuria and renal impairment. Monitor electrolytes and urine output closely. Concurrent use of uricosuric agents (e.g., **benzbromarone**) or uric acid-lowering therapies (e.g., **rasburicase**) may be considered for long-term prevention, but these are adjuncts, not first-line in acute settings.",acute urate nephropathy,acute urate nephropathy,not indication,benzbromarone,benzbromarone,Hallucination,No edge between 'acute urate nephropathy' and 'benzbromarone'.
What alternative medications exist for acute urate nephropathy if triamterene is contraindicated?,"Alternative medications for acute urate nephropathy when triamterene is contraindicated include:

1. **Loop diuretics** (e.g., **furosemide**): Promote diuresis and reduce uric acid precipitation; preferred in hyperkalemia risk.  
2. **Hydration with IV saline**: Critical to enhance urine output and solubilize uric acid crystals.  
3. **Mannitol** (osmotic diuretic): Rarely used but may aid in volume expansion.  

Avoid thiazide diuretics (e.g., hydrochlorothiazide), as they may worsen uricosuria and renal impairment. Monitor electrolytes and urine output closely. Concurrent use of uricosuric agents (e.g., **benzbromarone**) or uric acid-lowering therapies (e.g., **rasburicase**) may be considered for long-term prevention, but these are adjuncts, not first-line in acute settings.",acute urate nephropathy,acute urate nephropathy,not indication,rasburicase,rasburicase,Hallucination,No edge between 'acute urate nephropathy' and 'rasburicase'.
Is aranidipine an established treatment for steatorrhea (disease)?,"Aranidipine (likely a misspelling of *amlodipine*), a calcium channel blocker used for hypertension and angina, is **not** an established treatment for steatorrhea. Steatorrhea (fatty stools) is typically managed by addressing underlying causes like pancreatic insufficiency, celiac disease, or bile salt malabsorption, not with calcium channel blockers. Consult a healthcare provider for appropriate diagnosis and treatment.",hypertension,hypertension,indication,amlodipine,amlodipine,Verified,Correct relation.
Is aranidipine an established treatment for steatorrhea (disease)?,"Aranidipine (likely a misspelling of *amlodipine*), a calcium channel blocker used for hypertension and angina, is **not** an established treatment for steatorrhea. Steatorrhea (fatty stools) is typically managed by addressing underlying causes like pancreatic insufficiency, celiac disease, or bile salt malabsorption, not with calcium channel blockers. Consult a healthcare provider for appropriate diagnosis and treatment.",angina,,indication,amlodipine,,Unverifiable,Disease 'angina' not found in dataset.
Is aranidipine an established treatment for steatorrhea (disease)?,"Aranidipine (likely a misspelling of *amlodipine*), a calcium channel blocker used for hypertension and angina, is **not** an established treatment for steatorrhea. Steatorrhea (fatty stools) is typically managed by addressing underlying causes like pancreatic insufficiency, celiac disease, or bile salt malabsorption, not with calcium channel blockers. Consult a healthcare provider for appropriate diagnosis and treatment.",steatorrhea,seborrhea,not indication,amlodipine,amlodipine,Hallucination,No edge between 'seborrhea' and 'amlodipine'.
Can you list a few other treatments for long qt syndrome other than promazine?,"Other treatments for Long QT Syndrome include:  
1. **Beta-blockers** (e.g., propranolol, nadolol) to reduce arrhythmia risk.  
2. **Avoidance of QT-prolonging medications** (e.g., specific antibiotics, antipsychotics).  
3. **Implantable cardioverter-defibrillator (ICD)** for high-risk patients.  
4. **Potassium supplementation** (especially in LQT2/LQT3 subtypes).  
5. **Mexiletine** (a sodium channel blocker for LQT3).  
6. **Lifestyle modifications** (avoid triggers like loud noises, strenuous exercise).  
7. **Catecholamine suppression** (avoiding stimulants) for LQT1.  
Always tailor treatment to the specific LQT subtype and individual risk factors.",long qt syndrome,long qt syndrome,indication,propranolol,propranolol,Hallucination,No edge between 'long qt syndrome' and 'propranolol'.
Can you list a few other treatments for long qt syndrome other than promazine?,"Other treatments for Long QT Syndrome include:  
1. **Beta-blockers** (e.g., propranolol, nadolol) to reduce arrhythmia risk.  
2. **Avoidance of QT-prolonging medications** (e.g., specific antibiotics, antipsychotics).  
3. **Implantable cardioverter-defibrillator (ICD)** for high-risk patients.  
4. **Potassium supplementation** (especially in LQT2/LQT3 subtypes).  
5. **Mexiletine** (a sodium channel blocker for LQT3).  
6. **Lifestyle modifications** (avoid triggers like loud noises, strenuous exercise).  
7. **Catecholamine suppression** (avoiding stimulants) for LQT1.  
Always tailor treatment to the specific LQT subtype and individual risk factors.",long qt syndrome,long qt syndrome,indication,nadolol,nadolol,Verified,Correct relation.
Can you list a few other treatments for long qt syndrome other than promazine?,"Other treatments for Long QT Syndrome include:  
1. **Beta-blockers** (e.g., propranolol, nadolol) to reduce arrhythmia risk.  
2. **Avoidance of QT-prolonging medications** (e.g., specific antibiotics, antipsychotics).  
3. **Implantable cardioverter-defibrillator (ICD)** for high-risk patients.  
4. **Potassium supplementation** (especially in LQT2/LQT3 subtypes).  
5. **Mexiletine** (a sodium channel blocker for LQT3).  
6. **Lifestyle modifications** (avoid triggers like loud noises, strenuous exercise).  
7. **Catecholamine suppression** (avoiding stimulants) for LQT1.  
Always tailor treatment to the specific LQT subtype and individual risk factors.",long qt syndrome,long qt syndrome,indication,potassium,,Unverifiable,Drug 'potassium' not found in dataset.
Can you list a few other treatments for long qt syndrome other than promazine?,"Other treatments for Long QT Syndrome include:  
1. **Beta-blockers** (e.g., propranolol, nadolol) to reduce arrhythmia risk.  
2. **Avoidance of QT-prolonging medications** (e.g., specific antibiotics, antipsychotics).  
3. **Implantable cardioverter-defibrillator (ICD)** for high-risk patients.  
4. **Potassium supplementation** (especially in LQT2/LQT3 subtypes).  
5. **Mexiletine** (a sodium channel blocker for LQT3).  
6. **Lifestyle modifications** (avoid triggers like loud noises, strenuous exercise).  
7. **Catecholamine suppression** (avoiding stimulants) for LQT1.  
Always tailor treatment to the specific LQT subtype and individual risk factors.",lqt2,,indication,potassium,,Unverifiable,Disease 'lqt2' not found in dataset.
Can you list a few other treatments for long qt syndrome other than promazine?,"Other treatments for Long QT Syndrome include:  
1. **Beta-blockers** (e.g., propranolol, nadolol) to reduce arrhythmia risk.  
2. **Avoidance of QT-prolonging medications** (e.g., specific antibiotics, antipsychotics).  
3. **Implantable cardioverter-defibrillator (ICD)** for high-risk patients.  
4. **Potassium supplementation** (especially in LQT2/LQT3 subtypes).  
5. **Mexiletine** (a sodium channel blocker for LQT3).  
6. **Lifestyle modifications** (avoid triggers like loud noises, strenuous exercise).  
7. **Catecholamine suppression** (avoiding stimulants) for LQT1.  
Always tailor treatment to the specific LQT subtype and individual risk factors.",lqt3,,indication,potassium,,Unverifiable,Disease 'lqt3' not found in dataset.
Can you list a few other treatments for long qt syndrome other than promazine?,"Other treatments for Long QT Syndrome include:  
1. **Beta-blockers** (e.g., propranolol, nadolol) to reduce arrhythmia risk.  
2. **Avoidance of QT-prolonging medications** (e.g., specific antibiotics, antipsychotics).  
3. **Implantable cardioverter-defibrillator (ICD)** for high-risk patients.  
4. **Potassium supplementation** (especially in LQT2/LQT3 subtypes).  
5. **Mexiletine** (a sodium channel blocker for LQT3).  
6. **Lifestyle modifications** (avoid triggers like loud noises, strenuous exercise).  
7. **Catecholamine suppression** (avoiding stimulants) for LQT1.  
Always tailor treatment to the specific LQT subtype and individual risk factors.",lqt3,,indication,mexiletine,,Unverifiable,Disease 'lqt3' not found in dataset.
Can you list a few other treatments for long qt syndrome other than promazine?,"Other treatments for Long QT Syndrome include:  
1. **Beta-blockers** (e.g., propranolol, nadolol) to reduce arrhythmia risk.  
2. **Avoidance of QT-prolonging medications** (e.g., specific antibiotics, antipsychotics).  
3. **Implantable cardioverter-defibrillator (ICD)** for high-risk patients.  
4. **Potassium supplementation** (especially in LQT2/LQT3 subtypes).  
5. **Mexiletine** (a sodium channel blocker for LQT3).  
6. **Lifestyle modifications** (avoid triggers like loud noises, strenuous exercise).  
7. **Catecholamine suppression** (avoiding stimulants) for LQT1.  
Always tailor treatment to the specific LQT subtype and individual risk factors.",long qt syndrome,long qt syndrome,contraindication,antibiotics,antibiotic,Hallucination,No edge between 'long qt syndrome' and 'antibiotic'.
Can you list a few other treatments for long qt syndrome other than promazine?,"Other treatments for Long QT Syndrome include:  
1. **Beta-blockers** (e.g., propranolol, nadolol) to reduce arrhythmia risk.  
2. **Avoidance of QT-prolonging medications** (e.g., specific antibiotics, antipsychotics).  
3. **Implantable cardioverter-defibrillator (ICD)** for high-risk patients.  
4. **Potassium supplementation** (especially in LQT2/LQT3 subtypes).  
5. **Mexiletine** (a sodium channel blocker for LQT3).  
6. **Lifestyle modifications** (avoid triggers like loud noises, strenuous exercise).  
7. **Catecholamine suppression** (avoiding stimulants) for LQT1.  
Always tailor treatment to the specific LQT subtype and individual risk factors.",long qt syndrome,long qt syndrome,contraindication,antipsychotics,antipsychotics,Hallucination,No edge between 'long qt syndrome' and 'antipsychotics'.
Can you list a few other treatments for long qt syndrome other than promazine?,"Other treatments for Long QT Syndrome include:  
1. **Beta-blockers** (e.g., propranolol, nadolol) to reduce arrhythmia risk.  
2. **Avoidance of QT-prolonging medications** (e.g., specific antibiotics, antipsychotics).  
3. **Implantable cardioverter-defibrillator (ICD)** for high-risk patients.  
4. **Potassium supplementation** (especially in LQT2/LQT3 subtypes).  
5. **Mexiletine** (a sodium channel blocker for LQT3).  
6. **Lifestyle modifications** (avoid triggers like loud noises, strenuous exercise).  
7. **Catecholamine suppression** (avoiding stimulants) for LQT1.  
Always tailor treatment to the specific LQT subtype and individual risk factors.",lqt1,,contraindication,stimulants,,Unverifiable,Disease 'lqt1' not found in dataset.
What is the main use for the medication iproniazid?,"Iproniazid is a monoamine oxidase inhibitor (MAOI) primarily used to treat depression, particularly in cases resistant to other antidepressants. It works by increasing neurotransmitters like serotonin and norepinephrine in the brain. Caution: Requires dietary restrictions to avoid tyramine-related interactions.",depression,desmopressin,indication,iproniazid,iproniazid,Hallucination,No edge between 'desmopressin' and 'iproniazid'.
A patient is diagnosed with non-small cell lung carcinoma (disease). What medication would a physician typically consider?,"For non-small cell lung carcinoma (NSCLC), physicians typically consider:  
- **Chemotherapy**: Cisplatin/carboplatin with pemetrexed, paclitaxel, or gemcitabine.  
- **Immunotherapy**: PD-1/PD-L1 inhibitors (e.g., pembrolizumab, nivolumab) based on PD-L1 expression.  
- **Targeted therapy**: Drugs for specific mutations (e.g., EGFR inhibitors like osimertinib, ALK/ROS1 inhibitors like alectinib).  

Treatment choice depends on tumor stage, biomarker status (e.g., PD-L1, EGFR, ALK), and patient factors. Combinations (e.g., chemo + immunotherapy) are common for advanced stages.",non small cell lung carcinoma,small cell lung carcinoma,indication,cisplatin,cisplatin,Hallucination,No edge between 'small cell lung carcinoma' and 'cisplatin'.
A patient is diagnosed with non-small cell lung carcinoma (disease). What medication would a physician typically consider?,"For non-small cell lung carcinoma (NSCLC), physicians typically consider:  
- **Chemotherapy**: Cisplatin/carboplatin with pemetrexed, paclitaxel, or gemcitabine.  
- **Immunotherapy**: PD-1/PD-L1 inhibitors (e.g., pembrolizumab, nivolumab) based on PD-L1 expression.  
- **Targeted therapy**: Drugs for specific mutations (e.g., EGFR inhibitors like osimertinib, ALK/ROS1 inhibitors like alectinib).  

Treatment choice depends on tumor stage, biomarker status (e.g., PD-L1, EGFR, ALK), and patient factors. Combinations (e.g., chemo + immunotherapy) are common for advanced stages.",non small cell lung carcinoma,small cell lung carcinoma,indication,carboplatin,carboplatin,Relation Mismatch,"Expected 'off-label use', got 'indication'."
A patient is diagnosed with non-small cell lung carcinoma (disease). What medication would a physician typically consider?,"For non-small cell lung carcinoma (NSCLC), physicians typically consider:  
- **Chemotherapy**: Cisplatin/carboplatin with pemetrexed, paclitaxel, or gemcitabine.  
- **Immunotherapy**: PD-1/PD-L1 inhibitors (e.g., pembrolizumab, nivolumab) based on PD-L1 expression.  
- **Targeted therapy**: Drugs for specific mutations (e.g., EGFR inhibitors like osimertinib, ALK/ROS1 inhibitors like alectinib).  

Treatment choice depends on tumor stage, biomarker status (e.g., PD-L1, EGFR, ALK), and patient factors. Combinations (e.g., chemo + immunotherapy) are common for advanced stages.",non small cell lung carcinoma,small cell lung carcinoma,indication,pemetrexed,pemetrexed,Hallucination,No edge between 'small cell lung carcinoma' and 'pemetrexed'.
A patient is diagnosed with non-small cell lung carcinoma (disease). What medication would a physician typically consider?,"For non-small cell lung carcinoma (NSCLC), physicians typically consider:  
- **Chemotherapy**: Cisplatin/carboplatin with pemetrexed, paclitaxel, or gemcitabine.  
- **Immunotherapy**: PD-1/PD-L1 inhibitors (e.g., pembrolizumab, nivolumab) based on PD-L1 expression.  
- **Targeted therapy**: Drugs for specific mutations (e.g., EGFR inhibitors like osimertinib, ALK/ROS1 inhibitors like alectinib).  

Treatment choice depends on tumor stage, biomarker status (e.g., PD-L1, EGFR, ALK), and patient factors. Combinations (e.g., chemo + immunotherapy) are common for advanced stages.",non small cell lung carcinoma,small cell lung carcinoma,indication,paclitaxel,paclitaxel,Relation Mismatch,"Expected 'off-label use', got 'indication'."
A patient is diagnosed with non-small cell lung carcinoma (disease). What medication would a physician typically consider?,"For non-small cell lung carcinoma (NSCLC), physicians typically consider:  
- **Chemotherapy**: Cisplatin/carboplatin with pemetrexed, paclitaxel, or gemcitabine.  
- **Immunotherapy**: PD-1/PD-L1 inhibitors (e.g., pembrolizumab, nivolumab) based on PD-L1 expression.  
- **Targeted therapy**: Drugs for specific mutations (e.g., EGFR inhibitors like osimertinib, ALK/ROS1 inhibitors like alectinib).  

Treatment choice depends on tumor stage, biomarker status (e.g., PD-L1, EGFR, ALK), and patient factors. Combinations (e.g., chemo + immunotherapy) are common for advanced stages.",non small cell lung carcinoma,small cell lung carcinoma,indication,gemcitabine,gemcitabine,Relation Mismatch,"Expected 'off-label use', got 'indication'."
